press,title,tokenized
뉴시스,모빌리티 협력 기대 속..삼성은 왜 전기차 안 만들까,"['모빌리티', '협력', '기대', '속', '삼성', '왜', '전기차', '안']"
전자신문,"LS그룹, 6년 만에 전기차 충전기 시장 재진출","['그룹', '전기차', '충전기', '시장', '재', '진출']"
전자신문,"'e-트론·EQC' 수입 전기차 질주..""몸값 낮추니 잘 팔리네""","['트론', '수입', '전기차', '질주', '몸값']"
KBS,애플이 전기차 시동?..우리 산업 영향은?,"['애플', '전기차', '시동', '우리', '산업', '영향']"
한국경제,"루시드, 테슬라 잡을 전기차 내놨다","['루', '시드', '테슬라', '잡', '전기차']"
노컷뉴스,"푸조 2008, 전기차‧디젤 '맘대로 골라 타'","['푸조', '전기차', '디젤', '타']"
지디넷코리아,"[조재환의 카테크] 유명무실 전기차 충전방해금지법, IT기술이 답이다","['조재환', '카', '테크', '유명무실', '전기차', '충전', '방해', '금지법', '기술', '답']"
지디넷코리아,"기아차, 코로나19 속 선방..전기차로 위기극복","['기아차', '코로나', '속', '선방', '전기차', '위기', '극복']"
문화일보,"전기차 수출 질주.. 현대기아차, 벌써 작년 85% 달성","['전기차', '수출', '질주', '현대', '기아차', '벌써', '작년', '달성']"
파이낸셜뉴스,"GM, 전기차 시장 확대 나선다","['전기차', '시장', '확대']"
한국경제,전기차 양산 25년..20분 충전에 서울~부산 달린다,"['전기차', '양산', '충전', '서울', '부산', '달린다']"
지디넷코리아,경기 남양주서 또 코나 전기차 화재 발생..벌써 14번째,"['경기', '남양주', '또', '코', '전기차', '화재', '발생', '벌써']"
파이낸셜뉴스,2025년 전기차 100만 시대 연다,"['전기차', '시대', '연']"
지디넷코리아,"[EV 팩트체크] 국내 판매 코나 전기차에 SK 배터리 탑재?..""잘못된 정보""","['팩트', '체크', '국내', '판매', '코', '전기차', '배터리', '탑재', '정보']"
한국경제,팰리세이드급 실내 갖춘 전기차 NE..비결은 인휠 모터?,"['팰리세이드', '실내', '전기차', '비결', '인휠', '모터']"
디지털타임스,현대·기아 전기차 수출 날았다,"['현대', '기아', '전기차', '수출']"
연합뉴스,[특징주] '전기차 부품 합작사 설립' LG전자 11% 급등(종합),"['특징', '주', '전기차', '부품', '합작', '사', '설립', '전자', '급등', '종합']"
조선비즈,"미 교통안전국, 테슬라 '터치스크린 먹통' 문제 대규모 조사..전기차 수난시대","['교통', '안', '전국', '테슬라', '터치스크린', '먹통', '문제', '대규모', '조사', '전기차', '수난', '시대']"
중앙일보,내년엔 전기차 보조금 100만원 줄어..징벌적 손해배상 신설,"['내년', '전기차', '보조금', '징벌', '손해배상', '신설']"
일간스포츠,몰려드는 수입차..뜨거워지는 전기차 시장,"['수입', '차', '전기차', '시장']"
IT동아,[CES2020] 'PS5부터 전기차까지' 소니는 미래를 착실히 준비해 왔다,"['부터', '전기차', '소니', '미래', '준비']"
지디넷코리아,현대차 코나 전기차 단종설에 오너·예비 소비자 혼란,"['현대차', '코', '전기차', '단종', '설', '너', '예비', '소비자', '혼란']"
지디넷코리아,"[WWDC20] iOS 14 지도 앱, 전기차 충전소 찾아준다","['지도', '앱', '전기차', '충전', '소']"
조선일보,"머스크 ""3년내 반값 전기차 양산"".. 시장 반응은 ""에이~ 별거 없네""","['머스크', '반값', '전기차', '양산', '시장', '반응', '에이', '별거']"
머니투데이,2년 뒤엔 전기차 '어디서나' 충전할 수 있다,"['뒤', '전기차', '어디', '서나', '충전', '수']"
지디넷코리아,[조재환의 카테크] 교환형 전기차 배터리팩에도 변신이 필요한 시대,"['조재환', '카', '테크', '교환', '전기차', '배터리', '팩', '변신', '시대']"
KBS,강원도에서도 전기차 생산..정부 상생 일자리 첫발,"['강원도', '전기차', '생산', '정부', '상생', '일자리', '발']"
쿠키뉴스,전기차 전성시대..아우디·푸조·벤츠 등 전기차 대거 출시,"['전기차', '전성', '시대', '아우디', '푸조', '벤츠', '등', '전기차', '대거', '출시']"
전자신문,'충전 전기요금 인상 여파'..전기차 충전사업자 매물 나왔다,"['충전', '전기요금', '인상', '여파', '전기차', '충전', '사업자', '매물']"
뉴시스,"LG화학, 전기차 배터리 주도권 '꽉'..""내년 매출 16조원 전망""","['화학', '전기차', '배터리', '주도', '꽉', '내년', '매출', '전망']"
연합뉴스,"[통통 지역경제] ""우린 전기차 타고 출근해요"" 부산청춘드림카 인기","['통통', '지역', '경제', '우린', '전기차', '타고', '출근', '부산', '청춘', '드림', '카', '인기']"
중앙일보,수소전기차 판매 5배 늘었다..2019년 국내 자동차 시장,"['수소', '전기차', '판매', '배', '국내', '자동차', '시장']"
